Ticker,Decision_Support_State,Decision_Priority,Detection_State,Signal_Window,Price_EMA20_Last_Cross,Price_EMA20_Last_Cross_Date,Days_Since_Price_EMA20_Cross,ML_Signal_Date,ML_Quality,ML_Percentile_Display,ML_Daily_PctRank,ML_Early_Leader_Probability,Early_Rotation_State,Early_Rotation_Score,Early_Rotation_Rank,Rotation_State,Rotation_Readiness_Score,Rotation_Readiness_Rank,Confirmation_State,Momentum_Score,Momentum_Rank,Acceleration_Score,Acceleration_Rank,Trend_Score,Price,EMA20,MA30,MA50,MA100,MA200,Above_EMA20,Above_MA30,Above_MA50,Above_MA100,Above_MA200,Distance_To_EMA20,Distance_To_MA50,Distance_To_MA200,EMA20_Slope_5D_Pct,MA30_Slope_5D_Pct,Structure_State,Initial_Risk_Reference,Long_Term_Structural_Reference,Earned_Protection_Status,Earned_Protection_Framework,Return_1W,Return_1M,Return_3M,Research_Note,Pct_Above_EMA20,Pct_Above_30,Pct_Above_50,Pct_Above_100,Pct_Above_200,EMA20_Zone,EMA20_Above_MA30
XLK,★★ HIGH INTEREST,1,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-03,1,2026-09-04,★ VERY HIGH,92th percentile,0.9230769230769232,0.5493451655368173,BUILDING,73.05970149253731,19,LEADER,72.37771370420623,14.0,▲ CONFIRMED LEADER,70.45793758480325,15.0,52.23880597014925,33,100.0,187.28,184.69,183.372,182.607,178.922,160.124,True,True,True,True,True,0.01402349883588716,0.025590475721084083,0.16959356498713496,0.281,0.657,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.86,1.05,4.0,Current walk-forward RF candidate ranking available | Detection + ML quality + trend structure aligned | Confirmed leadership already present,0.014,0.021,0.026,0.047,0.17,NEAR EMA20,True
PPH,★ INVESTIGATE,2,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-01,3,2026-09-04,▲ HIGH,85th percentile,0.8461538461538461,0.5414900511828025,BUILDING,70.97014925373135,22,WATCH,64.44114654002713,25.0,▲ EARLY CONFIRMATION,58.79127091813659,29.0,43.28358208955223,39,100.0,114.21,113.968,113.053,111.562,107.006,105.145,True,True,True,True,True,0.0021234030605081777,0.02373568060809239,0.08621427552427607,0.408,0.791,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.52,3.24,8.62,Current walk-forward RF candidate ranking available | Detection + ML quality + trend structure aligned,0.002,0.01,0.024,0.067,0.086,NEAR EMA20,True
KRE,▲ NEW DETECTION,3,▲ DAY 0 DETECTION,DAY 0 — DETECTION,CROSS ABOVE,2026-09-04,0,,— NO CURRENT ML SIGNAL,No current ML signal,,,NO SIGNAL,48.1865671641791,40,WATCH,61.87228629579376,31.0,— NOT CONFIRMED,60.58683853459973,25.0,61.19402985074627,27,65.0,75.27,74.992,75.766,75.629,72.654,69.313,True,False,False,True,True,0.0037070620866224147,-0.004746856364622132,0.08594347380722223,-0.659,-0.342,● LONG-TERM TREND INTACT,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,1.31,-1.59,7.9,Below MA50 while broader MA200 structure remains intact,0.004,-0.007,-0.005,0.036,0.086,NEAR EMA20,False
SMH,▲ NEW DETECTION,3,▲ DAY 0 DETECTION,DAY 0 — DETECTION,CROSS ABOVE,2026-09-04,0,,— NO CURRENT ML SIGNAL,No current ML signal,,,BUILDING,66.0,30,WATCH,56.66875848032564,33.0,● DEVELOPING,62.7464947987336,22.0,44.776119402985074,38,60.0,567.01,561.597,560.508,573.966,568.619,477.27,True,True,False,False,True,0.009638584251696614,-0.012119184760072899,0.1880277411109017,-0.757,-0.587,● LONG-TERM TREND INTACT,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,2.51,-0.78,-0.47,Below MA50 while broader MA200 structure remains intact,0.01,0.012,-0.012,-0.003,0.188,NEAR EMA20,True
SOXX,▲ NEW DETECTION,3,▲ DAY 0 DETECTION,DAY 0 — DETECTION,CROSS ABOVE,2026-09-04,0,,— NO CURRENT ML SIGNAL,No current ML signal,,,NO SIGNAL,36.61940298507463,47,WATCH,41.784260515603805,45.0,— NOT CONFIRMED,54.91858887381276,33.0,19.402985074626866,55,45.0,519.86,518.813,520.232,538.32,532.382,431.283,True,False,False,False,True,0.0020180681671431167,-0.0342918710060931,0.20538022597691064,-1.407,-1.114,● LONG-TERM TREND INTACT,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,2.21,-2.38,-3.64,Below MA50 while broader MA200 structure remains intact,0.002,-0.001,-0.034,-0.024,0.205,NEAR EMA20,False
DRAM,▲ EARLY WATCH,4,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-02,2,2026-09-04,★★ ELITE,100th percentile,1.0,0.6485486471767851,EARLY ENTRY,88.955223880597,9,WATCH,,,▲ EARLY CONFIRMATION,,,98.50746268656717,2,100.0,59.69,56.144,54.28,56.991,55.56,,True,True,True,True,,0.06315901966372195,0.04735835482795525,,0.894,0.164,● MIXED STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,6.91,16.04,6.99,Current walk-forward RF candidate ranking available,0.063,0.1,0.047,0.074,,NEAR EMA20,True
IGV,▲ EARLY WATCH,4,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-03,1,2026-09-04,● MODERATE,77th percentile,0.7692307692307693,0.524435329332719,BUILDING,63.059701492537314,34,WEAKENING,56.2979986431479,34.0,▲ EARLY CONFIRMATION,59.60085933966531,27.0,14.925373134328357,58,100.0,104.57,103.873,101.927,97.935,94.294,93.623,True,True,True,True,True,0.0067101171623038525,0.06774901720528903,0.11692639629150947,1.366,2.762,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,-4.5,5.18,9.12,Current walk-forward RF candidate ranking available,0.007,0.026,0.068,0.109,0.117,NEAR EMA20,True
SLV,▲ EARLY WATCH,4,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-03,1,2026-09-04,● MODERATE,69th percentile,0.6923076923076923,0.5099345696196417,EARLY ENTRY,75.29850746268657,15,WATCH,47.61719810040705,42.0,▲ EARLY CONFIRMATION,34.257123473541384,46.0,65.67164179104478,24,50.0,59.82,59.384,57.981,56.006,61.404,65.318,True,True,True,False,False,0.007342044995285013,0.06809984644502376,-0.08417281606907745,0.172,2.045,▼ STRUCTURAL CAUTION,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,-0.33,7.11,-2.84,Current walk-forward RF candidate ranking available | Below wider MA200 structural reference,0.007,0.032,0.068,-0.026,-0.084,NEAR EMA20,True
COPX,▲ EARLY WATCH,4,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-02,2,2026-09-04,● MODERATE,62th percentile,0.6153846153846154,0.5022142302229864,EARLY WATCH,58.88059701492538,35,WEAKENING,55.709294436906376,35.0,● DEVELOPING,64.26277702397105,19.0,5.970149253731343,64,100.0,90.66,90.021,87.587,83.056,83.433,80.33,True,True,True,True,True,0.007098343719798672,0.0915526873434791,0.12859454749159704,0.522,2.566,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,-3.98,5.31,12.81,Current walk-forward RF candidate ranking available,0.007,0.035,0.092,0.087,0.129,NEAR EMA20,True
IAI,▲ EARLY WATCH,4,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-03,1,2026-09-04,— LOW,54th percentile,0.5384615384615384,0.466798220819395,EARLY ENTRY,77.53731343283582,14,EMERGING,77.86787652645862,11.0,▲ EMERGING CONFIRMATION,69.72297602894619,16.0,71.64179104477611,20,100.0,196.46,192.878,190.952,189.231,184.33,179.174,True,True,True,True,True,0.0185713248789392,0.03820198593253754,0.09647605121278757,0.536,0.541,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.68,5.03,9.44,Current walk-forward RF candidate ranking available,0.019,0.029,0.038,0.066,0.096,NEAR EMA20,True
QQQ,▲ EARLY WATCH,4,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-03,1,2026-09-04,— LOW,46th percentile,0.4615384615384615,0.3620797418866223,BUILDING,68.35820895522389,26,WATCH,69.58073270013568,18.0,▲ EARLY CONFIRMATION,59.26729986431479,28.0,59.70149253731343,28,100.0,718.96,714.244,710.666,711.085,705.895,656.782,True,True,True,True,True,0.006602785602679129,0.01107462539640136,0.09467068220505426,0.011,0.394,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.35,0.6,2.08,Current walk-forward RF candidate ranking available,0.007,0.012,0.011,0.019,0.095,NEAR EMA20,True
XLF,▲ EARLY WATCH,4,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-02,2,2026-09-04,— LOW,38th percentile,0.3846153846153846,0.3533446507930686,BUILDING,66.56716417910448,28,WATCH,69.05410447761194,19.0,▲ EARLY CONFIRMATION,62.0771144278607,23.0,53.73134328358209,32,100.0,58.1,57.741,57.702,56.858,54.406,53.22,True,True,True,True,True,0.006217419164891602,0.02184389180062629,0.09169485155956414,0.167,0.516,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.0,0.5,11.48,Current walk-forward RF candidate ranking available,0.006,0.007,0.022,0.068,0.092,NEAR EMA20,True
XLC,▲ EARLY WATCH,4,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-02,2,2026-09-04,— LOW,31th percentile,0.3076923076923077,0.3034253986049415,EARLY ENTRY,70.74626865671642,23,WATCH,50.79732021709634,37.0,▲ EARLY CONFIRMATION,33.36386250565356,47.0,77.61194029850746,16,50.0,112.03,111.726,111.153,110.588,112.4,113.607,True,True,True,False,False,0.0027209423052825255,0.01303938944550942,-0.013881186898694553,0.22,0.557,▼ STRUCTURAL CAUTION,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,-0.85,0.76,0.58,Current walk-forward RF candidate ranking available | Below wider MA200 structural reference,0.003,0.008,0.013,-0.003,-0.014,NEAR EMA20,True
KBWD,▲ EARLY WATCH,4,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-03,1,2026-09-04,— LOW,23th percentile,0.2307692307692307,0.232655718808188,EARLY ENTRY,73.13432835820896,18,EMERGING,68.61499321573949,20.0,▲ EMERGING CONFIRMATION,46.175938489371326,37.0,76.11940298507463,17,100.0,12.51,12.434,12.371,12.265,12.257,12.36,True,True,True,True,True,0.006112272800386176,0.019975540154912208,0.012135922330097193,0.095,0.626,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.08,2.23,5.2,Current walk-forward RF candidate ranking available,0.006,0.011,0.02,0.021,0.012,NEAR EMA20,True
VOO,▲ EARLY WATCH,4,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-02,2,2026-09-04,— LOW,15th percentile,0.1538461538461538,0.1502483040380217,BUILDING,68.69402985074628,25,WATCH,68.19928765264586,21.0,▲ EARLY CONFIRMATION,57.19244685662596,30.0,58.2089552238806,29,100.0,708.01,704.33,702.263,695.707,684.237,652.387,True,True,True,True,True,0.005224823591214234,0.01768416876644907,0.08526074247340931,0.136,0.537,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.11,0.23,4.73,Current walk-forward RF candidate ranking available,0.005,0.008,0.018,0.035,0.085,NEAR EMA20,True
SPY,▲ EARLY WATCH,4,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,CROSS ABOVE,2026-09-02,2,2026-09-04,— LOW,8th percentile,0.0769230769230769,0.1494214580491297,BUILDING,68.17164179104478,27,WATCH,67.10990502035278,22.0,▲ EARLY CONFIRMATION,55.76662143826323,32.0,56.71641791044776,30,100.0,770.19,766.239,763.993,756.857,744.466,709.869,True,True,True,True,True,0.005156354609984648,0.017616273615755906,0.08497483338475131,0.135,0.537,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.11,0.21,4.69,Current walk-forward RF candidate ranking available,0.005,0.008,0.018,0.035,0.085,NEAR EMA20,True
USO,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-27,8,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,95.82089552238808,2,LEADER,94.40807327001356,1.0,▲ CONFIRMED LEADER,87.57349615558572,1.0,100.0,1,100.0,141.96,132.768,128.655,123.878,128.315,107.491,True,True,True,True,True,0.06923355025307298,0.14596619254427745,0.3206687071475751,3.834,0.986,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,9.45,19.42,6.72,Confirmed leadership already present,0.069,0.103,0.146,0.106,0.321,NEAR EMA20,True
PDBC,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-06,29,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,92.1641791044776,5,LEADER,89.55037313432837,2.0,▲ CONFIRMED LEADER,81.75373134328359,6.0,92.53731343283582,6,100.0,19.01,18.408,18.015,17.516,17.615,16.169,True,True,True,True,True,0.032703172533681046,0.08529344599223587,0.17570659904756014,2.082,1.125,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,3.37,10.33,8.88,Confirmed leadership already present,0.033,0.055,0.085,0.079,0.176,NEAR EMA20,True
XOP,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-10,25,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,93.2089552238806,3,LEADER,89.38246268656717,3.0,▲ CONFIRMED LEADER,84.36567164179105,2.0,88.05970149253731,9,100.0,190.71,185.111,180.397,173.573,169.975,157.554,True,True,True,True,True,0.03024671683476421,0.09873079338376356,0.21044213412544277,2.339,1.647,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,2.57,14.16,15.46,Confirmed leadership already present,0.03,0.057,0.099,0.122,0.21,NEAR EMA20,True
IBIT,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-17,18,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,97.91044776119404,1,LEADER,88.75050881953868,4.0,▲ CONFIRMED LEADER,77.98620533695163,9.0,95.52238805970148,4,100.0,45.23,42.112,39.563,38.057,39.618,42.383,True,True,True,True,True,0.07404065349544053,0.18848043723887842,0.06717315904961874,4.385,3.389,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,3.03,23.95,32.48,Confirmed leadership already present,0.074,0.143,0.188,0.142,0.067,NEAR EMA20,True
XLE,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-10,25,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,90.18656716417912,8,LEADER,86.4623473541384,5.0,▲ CONFIRMED LEADER,79.8665762098598,7.0,85.07462686567165,11,100.0,64.06,62.67,61.36,59.203,58.022,54.374,True,True,True,True,True,0.02217967129408005,0.08203976149857262,0.17813660940890874,1.932,1.537,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,2.2,10.14,11.88,Confirmed leadership already present,0.022,0.044,0.082,0.104,0.178,NEAR EMA20,True
CORN,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-12,23,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,90.82089552238808,7,LEADER,86.42927408412484,6.0,▲ CONFIRMED LEADER,73.82293080054275,11.0,94.02985074626866,5,100.0,20.07,19.331,18.675,18.206,18.078,17.957,True,True,True,True,True,0.03822875174590035,0.10238382950675606,0.11766998941916795,2.861,1.817,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.6,13.97,17.64,Confirmed leadership already present,0.038,0.075,0.102,0.11,0.118,NEAR EMA20,True
ETHE,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-07-06,60,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,92.91044776119402,4,LEADER,85.2859565807327,7.0,▲ CONFIRMED LEADER,78.24739936680236,8.0,83.5820895522388,12,100.0,19.76,18.39,17.081,16.0,16.301,18.486,True,True,True,True,True,0.07449700924415459,0.2350000000000001,0.06891701828410701,4.999,4.555,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,0.85,28.65,55.65,Confirmed leadership already present,0.075,0.157,0.235,0.212,0.069,NEAR EMA20,True
OIH,● ESTABLISHED LEADER,5,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,CROSS ABOVE,2026-08-27,8,,— NO CURRENT ML SIGNAL,No current ML signal,,,EARLY ENTRY,91.8283582089552,6,LEADER,84.42503392130259,8.0,▲ CONFIRMED LEADER,71.35911352329263,13.0,91.04477611940298,7,100.0,427.53,416.296,406.559,394.479,409.321,377.517,True,True,True,True,True,0.026985606395449446,0.08378392766154841,0.13247880227910258,2.18,1.907,▲ FULL BULL STRUCTURE,MA50 — diversified portfolio research reference,MA200 — wider structural trend reference,POSITION DATA REQUIRED,+5% peak→MA100 | +10% peak→MA50 | +20% peak→MA30,2.2,9.04,3.09,Confirmed leadership already present,0.027,0.052,0.084,0.044,0.132,NEAR EMA20,True
