Market_Date,Archive_Time,System_Refresh_Time,Ticker,Lifecycle,Decision_Support,Detection,Signal_Window,ML_Quality,ML_Daily_Rank,ML_Signal_Date,Confirmation,Rotation,Structure,Structure_History,MA_Breadth,Pct_vs_EMA20,Pct_vs_MA50,Close
2026-09-18,2026-09-18 09:40:22,2026-09-18 09:40:17,XLU,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.03,-0.0591027337866825,41.23249816894531
2026-09-18,2026-09-18 09:40:22,2026-09-18 09:40:17,XLV,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.003,0.0085278384148534,168.1699981689453
2026-09-18,2026-09-18 09:40:22,2026-09-18 09:40:17,XLY,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.022,-0.0364463705308775,111.16999816894533
2026-09-18,2026-09-18 09:40:22,2026-09-18 09:40:17,XOP,3 — LEADING,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.01,0.0668432455795242,192.52999877929688
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,AIQ,3 — LEADING,▲ EARLY WATCH,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.039,0.0654776251305535,66.30999755859375
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,AIRR,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.022,-0.0796415783009566,106.41000366210938
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,AMLP,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.014,-0.0025326677433562,54.34999847412109
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,ARKG,1 — EARLY DETECTION,▲ EARLY WATCH,▲ FRESH EMA20 CROSS,DAY 5 — LATE EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.083,0.1733931240657698,51.810001373291016
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,AWAY,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.047,-0.0795275590551181,17.53499984741211
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,BATT,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.02,-0.0135036253575466,14.829999923706056
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,BETZ,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.049,-0.0575924387203988,18.14699935913086
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,BOTZ,6 — BELOW STRUCTURE,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,0.011,0.0031646455876999,35.81999969482422
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,CIBR,1 — EARLY DETECTION,▲ EARLY WATCH,▲ FRESH EMA20 CROSS,DAY 5 — LATE EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.053,0.081129265683663,103.08999633789062
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,COPX,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,● MODERATE,,2026-09-04,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.012,0.0228680992353915,87.48999786376953
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,CORN,3 — LEADING,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.027,0.0795121691431004,20.270000457763672
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,CPER,3 — LEADING,▲ EARLY WATCH,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.026,0.0302723242558582,40.66999816894531
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,DBA,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,-0.0,0.0148619957537154,28.68000030517578
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,DIA,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.008,-0.0134718094131849,519.780029296875
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,DRAM,2 — CONFIRMING / BUILDING,★★ HIGH INTEREST,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,★★ ELITE,,2026-09-04,▲ EARLY CONFIRMATION,WATCH,▲ POSITIVE AVAILABLE STRUCTURE,MA200 NOT YET AVAILABLE,4/4 ABOVE,0.07,0.1095295580259816,61.58000183105469
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,ETHE,4 — MATURE / EXTENDED,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.131,0.2832062832062831,22.21999931335449
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,GLD,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.005,0.0126537231635832,398.3800048828125
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,IAI,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.008,-0.0131440145153804,187.1000061035156
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,IBB,5 — WEAKENING / PULLBACK,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,0.006,0.0350599321485138,207.16000366210935
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,IBIT,4 — MATURE / EXTENDED,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.118,0.2261696272204152,49.0099983215332
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,IEF,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.005,-0.0131436490407518,91.1500015258789
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,IGV,1 — EARLY DETECTION,▲ EARLY WATCH,▲ FRESH EMA20 CROSS,DAY 5 — LATE EARLY WINDOW,● MODERATE,,2026-09-04,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.027,0.0680744152658969,107.12999725341795
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,ITA,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.031,-0.0786321434356697,216.13999938964844
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,IWM,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.015,-0.029435054937959,285.5799865722656
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,KBE,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.022,-0.0393311523082516,66.06999969482422
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,KBWD,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.023,-0.0342318505043822,11.68000030517578
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,KRE,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.02,-0.0387876360237666,71.98999786376953
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,LITP,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.048,-0.0585014146207903,10.315999984741213
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,OIH,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.035,-0.0149827523263871,396.6300048828125
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,ONLN,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.007,-0.027062410638921,56.47999954223633
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,PAVE,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.021,-0.0533937297143061,53.08000183105469
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,PDBC,3 — LEADING,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.011,0.0659063493804146,19.440000534057617
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,PEJ,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.021,-0.0490709139173303,62.68999862670898
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,PPH,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,▲ HIGH,,2026-09-04,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.003,-0.0007696024913643,111.66000366210938
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,QQQ,3 — LEADING,▲ EARLY WATCH,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,— LOW,,2026-09-04,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.036,0.0449921499099423,741.469970703125
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,REZ,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.022,-0.0457369911654056,90.3000030517578
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,RSP,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.011,-0.0172721307839458,212.67999267578125
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SHY,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.002,-0.0032493409355649,81.29000091552734
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SKYY,1 — EARLY DETECTION,▲ EARLY WATCH,▲ FRESH EMA20 CROSS,DAY 5 — LATE EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.043,0.0962662686800619,168.2100067138672
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SLV,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,● MODERATE,,2026-09-04,● DEVELOPING,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,0.012,0.0474450631488345,59.630001068115234
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SLX,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,WEAKENING,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.016,-0.0042802432980401,106.08000183105467
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SMH,3 — LEADING,▲ EARLY WATCH,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.058,0.0558846663501533,596.030029296875
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SOXX,3 — LEADING,▲ EARLY WATCH,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.073,0.0655739266439203,559.3400268554688
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SPY,2 — CONFIRMING / BUILDING,— MONITOR,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,— LOW,,2026-09-04,● DEVELOPING,WATCH,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.015,0.020051563046044,773.5
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,SRVR,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.002,-0.012907875769886,30.1299991607666
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,TIP,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.006,-0.0108388401130682,105.68000030517578
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,TLT,6 — BELOW STRUCTURE,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,0.002,-0.005229235072358,81.80000305175781
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,UNG,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,● DEVELOPING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.007,0.0028345225295669,10.260000228881836
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,USO,3 — LEADING,● ESTABLISHED LEADER,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.013,0.111352811011514,148.16000366210938
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,UUP,1 — EARLY DETECTION,▲ EARLY WATCH,▲ FRESH EMA20 CROSS,DAY 5 — LATE EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ EMERGING CONFIRMATION,EMERGING,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.01,0.0096426545660806,28.479999542236328
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,VIXY,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.04,-0.1115539938112969,16.940000534057617
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,VNQ,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.016,-0.0387630260367034,93.80999755859376
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,VOO,3 — LEADING,● ESTABLISHED LEADER,▲ DAY 1 CONFIRMATION,DAY 1 — CONFIRMATION WINDOW,— LOW,,2026-09-04,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.015,0.0200655733951189,712.780029296875
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,WEAT,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.001,0.0333451160598563,26.309999465942383
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XBI,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.005,0.0043160901301173,158.22999572753906
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLB,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.027,-0.0350008735658959,49.709999084472656
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLC,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— LOW,,2026-09-04,▲ EMERGING CONFIRMATION,EMERGING,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.024,0.0347906070771562,114.75
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLE,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,● DEVELOPING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.015,0.0244550509275205,62.459999084472656
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLF,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.015,-0.019040098271475,55.900001525878906
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLI,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.016,-0.0464971475691231,169.97999572753906
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLK,3 — LEADING,★★ HIGH INTEREST,▲ DAY 2 CONFIRMATION,DAY 2 — CONFIRMATION WINDOW,★ VERY HIGH,,2026-09-04,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.045,0.0642365188514875,194.8500061035156
2026-09-21,2026-09-22 07:02:27,2026-09-22 07:02:23,XLP,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.019,-0.0285897238263509,81.91999816894531
